1,-2.317,-0.618,1.846,0.2149,Internets2,-42,2432,
0,-9.726,-0.3344,-7.441,0.2088,Internets,-70,2412,
1,-2.709,-0.6108,1.251,0.07227,Internets2,-41,2432,
0,-10.12,-0.3263,-8.037,0.2802,Internets,-61,2412,
1,-2.789,-0.6196,0.9888,0.02909,Internets2,-42,2432,
0,-10.2,-0.3351,-8.299,0.3139,Internets,-69,2412,
1,-2.757,-0.6205,0.8037,0.1308,Internets2,-42,2432,
0,-10.16,-0.3358,-8.484,0.1832,Internets,-63,2412,
1,-2.806,-0.6157,0.4676,0.2599,Internets2,-40,2432,
1,-2.666,-0.6049,-0.2877,0.2923,Internets2,-44,2432,
0,-10.07,-0.3196,-9.576,0.1341,Internets,-63,2412,
1,-2.372,-0.6117,-0.8851,0.4169,Internets2,-43,2432,
0,-9.778,-0.3267,-10.17,0.302,Internets,-63,2412,
1,-1.645,-0.6577,-1.554,0.2914,Internets2,-41,2432,
0,-9.049,-0.3734,-10.84,0.2698,Internets,-64,2412,
1,-1.04,-0.6388,-1.672,0.4828,Internets2,-35,2432,
0,-8.444,-0.3547,-10.96,0.5436,Internets,-64,2412,
1,-0.1531,-0.6441,-1.484,0.3352,Internets2,-25,2432,
0,-7.558,-0.3617,-10.77,0.5202,Internets,-68,2412,
1,0.8676,-0.6412,-1.458,0.0664,Internets2,-25,2432,
0,-6.538,-0.3608,-10.74,0.4167,Internets,-63,2412,
1,1.712,-0.6568,-2.122,0.2303,Internets2,-33,2432,
0,-5.692,-0.3776,-11.4,0.1624,Internets,-64,2412,
1,1.718,-0.6629,-2.928,0.3815,Internets2,-34,2432,
0,-5.685,-0.3836,-12.21,0.1297,Internets,-61,2412,
1,1.486,-0.664,-3.032,0.8359,Internets2,-32,2432,
0,-5.918,-0.3831,-12.31,0.7198,Internets,-57,2412,
1,1.558,-0.6538,-2.172,0.8067,Internets2,-38,2432,
0,-5.847,-0.3738,-11.45,0.6291,Internets,-59,2412,
1,0.8344,-0.67,-1.539,0.791,Internets2,-38,2432,
0,-6.571,-0.3885,-10.82,0.7581,Internets,-64,2412,
1,0.7032,-0.6666,-0.8862,0.53,Internets2,-35,2432,
0,-6.703,-0.3863,-10.17,0.868,Internets,-69,2412,
1,1.161,-0.6232,-0.09675,0.1272,Internets2,-31,2432,
0,-6.246,-0.3439,-9.38,0.7593,Internets,-66,2412,
1,1.92,-0.6879,0.06996,0.09107,Internets2,-29,2432,
0,-5.488,-0.4103,-9.212,0.7555,Internets,-68,2412,
1,2.554,-0.6569,0.325,0.1626,Internets2,-32,2432,
0,-4.855,-0.3805,-8.956,0.8002,Internets,-59,2412,
1,2.853,-0.6941,0.8567,0.1388,Internets2,-30,2432,
0,-4.557,-0.4182,-8.424,0.8762,Internets,-60,2412,
1,2.968,-0.7049,0.8786,0.2486,Internets2,-40,2432,
0,-4.441,-0.4295,-8.402,0.9576,Internets,-62,2412,
1,3.116,-0.6941,0.8308,0.6447,Internets2,-42,2432,
0,-4.293,-0.4187,-8.449,0.5993,Internets,-57,2412,
1,2.915,-0.6851,1.049,0.7456,Internets2,-38,2432,
0,-4.495,-0.4096,-8.232,0.05201,Internets,-54,2412,
1,2.889,-0.6858,1.059,0.7384,Internets2,-42,2432,
0,-4.522,-0.4102,-8.222,0.04951,Internets,-54,2412,
1,2.79,-0.7222,0.508,0.8991,Internets2,-36,2432,
0,-4.619,-0.446,-8.773,0.2459,Internets,-55,2412,
1,1.895,-0.7054,0.1735,0.8224,Internets2,-37,2432,
0,-5.514,-0.4278,-9.108,0.4262,Internets,-61,2412,
1,1.064,-0.6632,0.6263,0.539,Internets2,-29,2432,
0,-6.345,-0.3838,-8.657,0.5448,Internets,-63,2412,
1,0.4399,-0.6595,1.175,0.2241,Internets2,-26,2432,
0,-6.97,-0.3794,-8.109,0.6536,Internets,-57,2412,
1,0.04975,-0.6606,2.077,0.1039,Internets2,-24,2432,
0,-7.361,-0.3804,-7.207,0.8374,Internets,-64,2412,
1,0.3098,-0.6603,2.909,0.1585,Internets2,-28,2432,
0,-7.102,-0.3814,-6.375,0.9053,Internets,-73,2412,
1,0.7213,-0.615,3.583,0.1052,Internets2,-31,2432,
0,-6.691,-0.3374,-5.701,0.8814,Internets,-65,2412,
1,1.183,-0.5886,4.536,0.08008,Internets2,-36,2432,
0,-6.231,-0.3128,-4.747,0.7022,Internets,-58,2412,
1,1.295,-0.5846,5.585,0.1781,Internets2,-42,2432,
0,-6.134,-0.3179,-3.702,0.5631,Internets,-55,2412,
1,1.059,-0.585,6.439,0.3846,Internets2,-38,2432,
0,-6.371,-0.3191,-2.847,0.2995,Internets,-66,2412,
1,0.2917,-0.5633,6.952,0.4142,Internets2,-50,2432,
0,-7.139,-0.2975,-2.336,0.2053,Internets,-56,2412,
1,-0.4722,-0.566,7.257,0.4298,Internets2,-51,2432,
0,-7.903,-0.2994,-2.032,0.1474,Internets,-58,2412,
1,-1.077,-0.5648,7.177,0.1671,Internets2,-52,2432,
0,-8.507,-0.298,-2.113,0.3769,Internets,-55,2412,
1,-0.9676,-0.5624,7.724,0.1731,Internets2,-48,2432,
0,-8.399,-0.2962,-1.566,0.6654,Internets,-64,2412,
1,-0.7456,-0.5561,8.521,0.1164,Internets2,-52,2432,
0,-8.179,-0.291,-0.7696,0.5685,Internets,-63,2412,
1,-0.6207,-0.5616,9.255,0.07629,Internets2,-48,2432,
0,-8.055,-0.2981,-0.03466,0.5157,Internets,-66,2412,
1,-0.7932,-0.5802,9.747,0.1543,Internets2,-51,2432,
0,-8.229,-0.3169,0.4569,0.5991,Internets,-66,2412,
1,-0.7562,-0.5838,9.742,0.124,Internets2,-51,2432,
0,-8.192,-0.3206,0.4521,0.5712,Internets,-66,2412,
1,-0.6203,-0.5973,9.797,0.328,Internets2,-51,2432,
0,-8.056,-0.3343,0.5073,0.1379,Internets,-75,2412,
1,-0.7774,-0.5856,9.86,0.3741,Internets2,-50,2432,
0,-8.213,-0.3226,0.5698,0.08142,Internets,-63,2412,
1,-0.783,-0.5896,9.862,0.3734,Internets2,-48,2432,
0,-8.219,-0.3265,0.5723,0.0811,Internets,-63,2412,
1,-0.7907,-0.5824,9.884,0.4693,Internets2,-49,2432,
0,-8.226,-0.319,0.5941,0.04512,Internets,-63,2412,
1,-0.7476,-0.5797,10,0.7233,Internets2,-53,2432,
0,-8.184,-0.3169,0.7143,0.2863,Internets,-66,2412,
1,-0.9635,-0.5744,10.04,0.9029,Internets2,-57,2432,
0,-8.399,-0.3113,0.7471,0.5191,Internets,-64,2412,
1,-0.6054,-0.5828,9.853,0.9209,Internets2,-55,2432,
0,-8.041,-0.3197,0.5638,0.5176,Internets,-70,2412,
1,-0.6969,-0.5729,9.248,0.9051,Internets2,-54,2432,
0,-8.131,-0.3091,-0.04186,0.4797,Internets,-63,2412,
1,-0.7529,-0.5591,8.519,0.7605,Internets2,-53,2432,
0,-8.185,-0.294,-0.7704,0.6976,Internets,-65,2412,
1,-0.5583,-0.5507,7.644,0.5918,Internets2,-56,2432,
0,-7.989,-0.2844,-1.645,0.8272,Internets,-71,2412,
1,0.2202,-0.5653,7.157,0.4898,Internets2,-54,2432,
0,-7.209,-0.2989,-2.13,0.8718,Internets,-63,2412,
1,1.287,-0.5399,6.745,0.2676,Internets2,-52,2432,
0,-6.141,-0.2746,-2.539,0.8727,Internets,-71,2412,
1,1.852,-0.5597,7.387,0.2188,Internets2,-44,2432,
0,-5.578,-0.295,-1.897,0.8626,Internets,-65,2412,
1,2.481,-0.5641,7.733,0.312,Internets2,-41,2432,
0,-4.95,-0.3011,-1.55,0.9465,Internets,-65,2412,
1,2.879,-0.5409,7.644,0.2407,Internets2,-49,2432,
0,-4.551,-0.2779,-1.637,0.8483,Internets,-62,2412,
1,3.346,-0.5694,8.117,0.2778,Internets2,-54,2432,
0,-4.085,-0.308,-1.164,0.9265,Internets,-58,2412,
1,3.45,-0.5943,8.658,0.31,Internets2,-56,2432,
0,-3.983,-0.3339,-0.6227,0.9655,Internets,-55,2412,
1,3.489,-0.5845,8.581,0.2992,Internets2,-59,2432,
0,-3.943,-0.3241,-0.6995,0.948,Internets,-56,2412,
1,3.568,-0.5744,8.626,0.3709,Internets2,-57,2432,
0,-3.864,-0.3144,-0.6542,0.304,Internets,-54,2412,
1,3.633,-0.5717,8.758,0.6845,Internets2,-58,2432,
0,-3.799,-0.3117,-0.5221,0.02778,Internets,-52,2412,
1,3.64,-0.5786,8.807,0.6991,Internets2,-56,2432,
0,-3.792,-0.3187,-0.473,0.03921,Internets,-55,2412,
1,3.638,-0.5851,8.813,0.7494,Internets2,-57,2432,
0,-3.794,-0.3252,-0.4664,0.08949,Internets,-58,2412,
1,3.596,-0.5366,8.783,0.8449,Internets2,-54,2432,
0,-3.836,-0.2767,-0.4973,0.3092,Internets,-55,2412,
1,3.326,-0.5531,8.168,0.7229,Internets2,-59,2432,
0,-4.105,-0.2917,-1.113,0.1383,Internets,-49,2412,
1,2.487,-0.5689,7.676,0.6321,Internets2,-54,2432,
0,-4.943,-0.3073,-1.606,0.07335,Internets,-49,2412,
1,1.728,-0.5638,6.707,0.8929,Internets2,-51,2432,
0,-5.7,-0.2978,-2.577,0.2111,Internets,-59,2412,
1,1.296,-0.5914,5.717,0.9194,Internets2,-50,2432,
0,-6.13,-0.3239,-3.568,0.3132,Internets,-63,2412,
1,0.8918,-0.6061,4.682,0.6812,Internets2,-43,2432,
0,-6.532,-0.3363,-4.603,0.5649,Internets,-68,2412,
1,0.9822,-0.6585,3.886,0.4682,Internets2,-42,2432,
0,-6.435,-0.3816,-5.39,0.7394,Internets,-68,2412,
1,1.39,-0.4449,3.761,0.4708,Internets2,-43,2432,
0,-6.029,-0.172,-5.52,0.6788,Internets,-64,2412,
1,1.809,-0.0773,3.704,0.4234,Internets2,-47,2432,
0,-5.608,0.1978,-5.571,0.6788,Internets,-59,2412,
1,2.485,0.5552,3.297,0.2245,Internets2,-48,2432,
0,-4.93,0.8295,-5.977,0.7966,Internets,-62,2412,
1,3.285,0.7644,3.131,0.1117,Internets2,-48,2432,
0,-4.129,1.038,-6.141,0.8929,Internets,-57,2412,
1,4.142,0.7557,3.548,0.1057,Internets2,-49,2432,
0,-3.273,1.027,-5.722,0.9367,Internets,-50,2412,
1,4.839,0.7874,4.516,0.135,Internets2,-46,2432,
0,-2.577,1.055,-4.754,0.8849,Internets,-57,2412,
1,5.008,0.7765,5.173,0.1161,Internets2,-49,2432,
0,-2.409,1.042,-4.097,0.9598,Internets,-43,2412,
1,4.914,0.7676,5.724,0.1124,Internets2,-52,2432,
0,-2.503,1.033,-3.546,0.9315,Internets,-45,2412,
1,4.847,0.7179,5.929,0.1332,Internets2,-50,2432,
0,-2.571,0.9819,-3.341,0.868,Internets,-46,2412,
1,4.879,0.7501,5.73,0.15,Internets2,-51,2432,
1,5.015,0.7521,6.028,0.467,Internets2,-53,2432,
0,-2.403,1.016,-3.242,0.5225,Internets,-51,2412,
1,5.237,0.7619,6.002,0.7906,Internets2,-56,2432,
0,-2.182,1.026,-3.268,0.1921,Internets,-46,2412,
1,5.36,0.7588,5.973,0.9277,Internets2,-54,2432,
0,-2.059,1.022,-3.296,0.09975,Internets,-56,2412,
1,5.372,0.7556,5.962,0.9259,Internets2,-50,2432,
0,-2.047,1.019,-3.308,0.09728,Internets,-46,2412,
1,5.34,0.7918,5.891,0.6601,Internets2,-50,2432,
0,-2.079,1.055,-3.38,0.329,Internets,-45,2412,
1,5.619,0.2751,5.275,0.4551,Internets2,-52,2432,
0,-1.8,0.5401,-3.995,0.4328,Internets,-38,2412,
1,5.823,0.02958,4.991,0.255,Internets2,-50,2432,
0,-1.596,0.2938,-4.28,0.6243,Internets,-39,2412,
1,5.939,0.615,5.113,0.8144,Internets2,-51,2432,
0,-1.48,0.8791,-4.156,0.1477,Internets,-38,2412,
1,5.317,0.7757,4.385,0.8207,Internets2,-56,2432,
0,-2.101,1.043,-4.885,0.143,Internets,-36,2412,
1,5.008,0.785,3.436,0.8753,Internets2,-52,2432,
0,-2.407,1.054,-5.835,0.1468,Internets,-43,2412,
1,5.044,0.789,2.981,0.6692,Internets2,-56,2432,
0,-2.371,1.059,-6.29,0.5602,Internets,-42,2412,
1,4.814,0.7755,2.815,0.3045,Internets2,-60,2432,
1,4.601,0.7567,3.376,0.5897,Internets2,-59,2432,
0,-2.815,1.026,-5.897,0.575,Internets,-43,2412,
1,3.74,0.787,4.063,0.8236,Internets2,-55,2432,
0,-3.678,1.056,-5.212,0.2567,Internets,-51,2412,
1,2.949,1.154,4.207,0.5489,Internets2,-54,2432,
0,-4.469,1.424,-5.068,0.4581,Internets,-46,2412,
1,2.498,1.479,4.476,0.5546,Internets2,-53,2432,
0,-4.92,1.747,-4.799,0.3968,Internets,-50,2412,
1,2.134,1.765,4.551,0.5211,Internets2,-54,2432,
0,-5.284,2.035,-4.725,0.4155,Internets,-43,2412,
1,1.567,2.045,4.708,0.3662,Internets2,-47,2432,
0,-5.85,2.316,-4.568,0.6089,Internets,-56,2412,
1,1.239,2.135,5.189,0.204,Internets2,-45,2432,
0,-6.18,2.407,-4.087,0.7996,Internets,-54,2412,
1,1.354,2.133,6.225,0.2208,Internets2,-47,2432,
0,-6.066,2.402,-3.053,0.8558,Internets,-59,2412,
1,1.601,2.134,7.049,0.2185,Internets2,-43,2432,
0,-5.821,2.4,-2.228,0.835,Internets,-58,2412,
1,1.93,2.118,7.875,0.1615,Internets2,-44,2432,
0,-5.494,2.383,-1.402,0.7348,Internets,-62,2412,
1,2.342,2.143,8.749,0.3139,Internets2,-47,2432,
0,-5.084,2.406,-0.526,0.8831,Internets,-68,2412,
1,2.608,2.171,9.09,0.4903,Internets2,-56,2432,
0,-4.818,2.434,-0.1851,0.955,Internets,-52,2412,
1,2.611,2.17,9.116,0.4925,Internets2,-63,2432,
0,-4.816,2.432,-0.1589,0.9544,Internets,-57,2412,
1,2.536,2.163,9.163,0.5172,Internets2,-56,2432,
0,-4.891,2.425,-0.112,0.9331,Internets,-60,2412,
1,2.708,2.149,9.168,0.9287,Internets2,-55,2432,
0,-4.719,2.411,-0.1066,0.519,Internets,-58,2412,
1,2.731,2.134,9.207,0.8789,Internets2,-56,2432,
0,-4.696,2.395,-0.06808,0.3456,Internets,-57,2412,
1,2.809,2.068,9.061,0.6248,Internets2,-58,2432,
0,-4.618,2.329,-0.2142,0.08052,Internets,-51,2412,
1,2.8,2.059,9.024,0.6215,Internets2,-61,2432,
0,-4.627,2.321,-0.2508,0.06477,Internets,-56,2412,
1,2.786,2.084,9.058,0.7104,Internets2,-59,2432,
0,-4.641,2.346,-0.2166,0.1561,Internets,-53,2412,
1,2.681,2.105,9.057,0.8347,Internets2,-58,2432,
0,-4.746,2.367,-0.2178,0.2751,Internets,-57,2412,
1,2.495,2.121,9.091,0.9535,Internets2,-53,2432,
0,-4.932,2.383,-0.1848,0.457,Internets,-54,2412,
1,2.149,2.138,8.41,0.8977,Internets2,-51,2432,
0,-5.276,2.402,-0.8659,0.5096,Internets,-58,2412,
1,1.959,2.124,7.3,0.707,Internets2,-52,2432,
0,-5.464,2.391,-1.976,0.629,Internets,-55,2412,
1,2.531,2.145,6.555,0.4844,Internets2,-53,2432,
0,-4.89,2.411,-2.72,0.776,Internets,-62,2412,
1,3.345,2.138,6.421,0.4511,Internets2,-57,2432,
0,-4.076,2.403,-2.852,0.7434,Internets,-60,2412,
1,4.075,2.152,6.079,0.8501,Internets2,-53,2432,
0,-3.346,2.417,-3.194,0.3219,Internets,-56,2412,
1,3.949,2.145,5.35,0.9534,Internets2,-51,2432,
0,-3.47,2.411,-3.922,0.2297,Internets,-52,2412,
1,3.583,2.142,4.996,0.6342,Internets2,-53,2432,
0,-3.836,2.409,-4.277,0.3889,Internets,-46,2412,
1,2.865,2.142,5.208,0.5106,Internets2,-51,2432,
0,-4.554,2.409,-4.068,0.4316,Internets,-48,2412,
1,1.913,2.136,5.414,0.191,Internets2,-46,2432,
0,-5.506,2.404,-3.863,0.7487,Internets,-49,2412,
1,1.147,2.123,5.781,0.185,Internets2,-44,2432,
0,-6.274,2.392,-3.498,0.7946,Internets,-51,2412,
1,0.5749,2.145,6.143,0.3656,Internets2,-42,2432,
0,-6.846,2.414,-3.136,0.3878,Internets,-55,2412,
1,-0.2537,2.146,6.366,0.4182,Internets2,-55,2432,
0,-7.675,2.416,-2.915,0.2765,Internets,-48,2412,
1,-1.102,2.143,6.363,0.3306,Internets2,-59,2432,
0,-8.524,2.413,-2.92,0.3004,Internets,-48,2412,
1,-1.864,2.149,6.52,0.2528,Internets2,-59,2432,
0,-9.286,2.42,-2.765,0.7089,Internets,-54,2412,
1,-1.766,2.15,7.097,0.4435,Internets2,-59,2432,
0,-9.189,2.421,-2.188,0.9162,Internets,-64,2412,
1,-1.391,2.137,7.46,0.7656,Internets2,-62,2432,
0,-8.815,2.407,-1.824,0.7381,Internets,-74,2412,
1,-0.3526,2.131,6.953,0.4431,Internets2,-61,2432,
0,-7.776,2.4,-2.329,0.9733,Internets,-62,2412,
1,0.3453,2.129,7.36,0.1612,Internets2,-54,2432,
0,-7.078,2.397,-1.92,0.6187,Internets,-53,2412,
1,0.4859,2.141,8.299,0.2792,Internets2,-47,2432,
0,-6.94,2.407,-0.9809,0.3679,Internets,-58,2412,
1,-0.01159,2.152,8.881,0.4194,Internets2,-51,2432,
0,-7.439,2.418,-0.4,0.2352,Internets,-60,2412,
1,-0.7575,2.145,9.157,0.3761,Internets2,-57,2432,
0,-8.185,2.411,-0.1257,0.2083,Internets,-59,2412,
1,-1.347,2.153,9.435,0.1493,Internets2,-60,2432,
0,-8.775,2.42,0.1514,0.5462,Internets,-62,2412,
1,-1.137,2.15,9.735,0.671,Internets2,-65,2432,
0,-8.566,2.416,0.4521,0.8889,Internets,-78,2412,
1,-0.6027,2.135,9.323,0.658,Internets2,-63,2432,
0,-8.031,2.401,0.04093,0.8657,Internets,-59,2412,
1,-0.01611,2.138,9.092,0.4246,Internets2,-59,2432,
0,-7.444,2.404,-0.1891,0.9069,Internets,-62,2412,
1,0.5032,2.132,9.005,0.8648,Internets2,-60,2432,
0,-6.924,2.397,-0.275,0.6163,Internets,-63,2412,
1,0.7905,2.119,8.093,0.9206,Internets2,-59,2432,
0,-6.635,2.384,-1.186,0.5054,Internets,-71,2412,
1,1.278,2.122,7.022,0.9463,Internets2,-53,2432,
0,-6.145,2.388,-2.256,0.3899,Internets,-58,2412,
1,1.294,2.124,5.964,0.9488,Internets2,-48,2432,
0,-6.127,2.393,-3.314,0.2977,Internets,-55,2412,
1,0.962,2.14,5.02,0.9355,Internets2,-46,2432,
0,-6.457,2.41,-4.259,0.2712,Internets,-56,2412,
1,0.6906,2.122,4.014,0.8995,Internets2,-45,2432,
0,-6.726,2.394,-5.266,0.233,Internets,-49,2412,
1,0.397,2.116,2.981,0.8642,Internets2,-46,2432,
0,-7.018,2.39,-6.299,0.2165,Internets,-46,2412,
1,0.1675,2.117,1.989,0.7826,Internets2,-46,2432,
0,-7.245,2.393,-7.291,0.1705,Internets,-49,2412,
1,0.3434,2.109,2.109,0.8115,Internets2,-44,2432,
0,-7.069,2.384,-7.171,0.2539,Internets,-55,2412,
1,0.9064,2.108,1.744,0.5346,Internets2,-39,2432,
0,-6.506,2.383,-7.535,0.5903,Internets,-54,2412,
1,1.836,2.117,1.619,0.4426,Internets2,-38,2432,
0,-5.575,2.391,-7.658,0.5707,Internets,-59,2412,
1,2.703,2.136,1.461,0.4391,Internets2,-43,2432,
0,-4.708,2.409,-7.814,0.4843,Internets,-60,2412,
1,3.202,2.144,1.007,0.6658,Internets2,-46,2432,
0,-4.209,2.418,-8.267,0.2014,Internets,-54,2412,
1,3.092,2.129,0.2493,0.6948,Internets2,-45,2432,
0,-4.317,2.404,-9.025,0.1499,Internets,-46,2412,
1,2.788,2.127,-0.2832,0.62,Internets2,-42,2432,
0,-4.619,2.403,-9.558,0.1368,Internets,-56,2412,
1,1.083,2.119,1.235,0.7704,Internets2,-42,2432,
0,-6.327,2.395,-8.044,0.1663,Internets,-59,2412,
1,0.9099,2.131,0.3679,0.6553,Internets2,-43,2432,
1,0.8352,2.127,0.1399,0.6338,Internets2,-43,2432,
0,-6.572,2.402,-9.147,0.121,Internets,-58,2412,
1,0.9255,2.125,0.3454,0.6861,Internets2,-44,2432,
0,-6.483,2.4,-8.942,0.2048,Internets,-60,2412,
1,0.8541,2.116,0.3381,0.6653,Internets2,-47,2432,
0,-6.554,2.392,-8.945,0.2107,Internets,-62,2412,
1,0.7865,2.106,0.4775,0.5215,Internets2,-46,2432,
0,-6.622,2.383,-8.803,0.6996,Internets,-69,2412,
1,0.8586,2.111,1.337,0.4805,Internets2,-42,2432,
0,-6.552,2.387,-7.943,0.5861,Internets,-62,2412,
1,0.2488,2.107,1.754,0.7073,Internets2,-42,2432,
0,-7.163,2.383,-7.528,0.1268,Internets,-69,2412,
1,-0.8457,2.115,0.4702,0.4379,Internets2,-42,2432,
0,-8.254,2.395,-8.813,0.2604,Internets,-55,2412,
1,-1.746,2.112,0.5529,0.344,Internets2,-39,2432,
0,-9.155,2.392,-8.732,0.4694,Internets,-68,2412,
1,-2.528,2.107,1.179,0.2571,Internets2,-40,2432,
0,-9.939,2.387,-8.108,0.4447,Internets,-70,2412,
1,-3.295,2.115,1.62,0.2129,Internets2,-42,2432,
0,-10.71,2.396,-7.669,0.3735,Internets,-61,2412,
1,-3.744,2.129,1.943,0.2873,Internets2,-45,2432,
0,-11.16,2.41,-7.346,0.1575,Internets,-68,2412,
1,-3.917,2.134,1.924,0.521,Internets2,-49,2432,
0,-11.33,2.415,-7.366,0.2015,Internets,-59,2412,
1,-4.126,2.125,1.146,0.495,Internets2,-48,2432,
0,-11.54,2.409,-8.144,0.2145,Internets,-69,2412,
1,-4.315,2.134,0.1533,0.4213,Internets2,-49,2432,
0,-11.72,2.419,-9.137,0.1919,Internets,-65,2412,
1,-4.483,2.14,-0.6693,0.3628,Internets2,-45,2432,
0,-11.89,2.427,-9.96,0.175,Internets,-72,2412,
1,-4.772,2.145,-0.9284,0.5275,Internets2,-45,2432,
0,-12.18,2.433,-10.22,0.3593,Internets,-61,2412,
1,-4.864,2.154,-0.9703,0.7383,Internets2,-49,2432,
0,-12.27,2.443,-10.26,0.5813,Internets,-75,2412,
1,-4.913,2.149,-1.136,0.9044,Internets2,-49,2432,
0,-12.32,2.439,-10.43,0.7815,Internets,-67,2412,
1,-4.899,2.149,-1.081,0.8813,Internets2,-53,2432,
0,-12.3,2.439,-10.37,0.7477,Internets,-70,2412,
1,-4.895,2.148,-1.073,0.8825,Internets2,-53,2432,
0,-12.3,2.437,-10.36,0.7494,Internets,-68,2412,
1,-4.919,2.149,-1.128,0.9194,Internets2,-52,2432,
0,-12.32,2.438,-10.42,0.8936,Internets,-68,2412,
1,-4.932,2.147,-1.116,0.8893,Internets2,-50,2432,
0,-12.34,2.437,-10.41,0.9406,Internets,-70,2412,
1,-4.895,2.144,-1.176,0.7525,Internets2,-53,2432,
0,-12.3,2.434,-10.47,0.9027,Internets,-71,2412,
1,-4.788,2.146,-1.228,0.6926,Internets2,-50,2432,
0,-12.19,2.436,-10.52,0.8315,Internets,-71,2412,
1,-4.813,2.145,-1.189,0.5894,Internets2,-50,2432,
0,-12.22,2.435,-10.48,0.726,Internets,-70,2412,
1,-4.646,2.136,-1.116,0.4747,Internets2,-49,2432,
0,-12.05,2.426,-10.41,0.6056,Internets,-67,2412,
1,-4.608,2.14,-1.088,0.2899,Internets2,-48,2432,
0,-12.01,2.429,-10.38,0.3945,Internets,-69,2412,
1,-4.726,2.148,-1.02,0.6237,Internets2,-48,2432,
0,-12.13,2.438,-10.31,0.7589,Internets,-68,2412,
1,-4.433,2.127,0.009445,0.6219,Internets2,-47,2432,
0,-11.84,2.416,-9.281,0.8226,Internets,-70,2412,
1,-4.07,2.126,1.144,0.5611,Internets2,-47,2432,
0,-11.48,2.412,-8.145,0.8291,Internets,-65,2412,
1,-3.794,2.122,2.023,0.4946,Internets2,-46,2432,
0,-11.21,2.406,-7.265,0.8118,Internets,-69,2412,
1,-3.491,2.13,2.928,0.4113,Internets2,-47,2432,
0,-10.9,2.412,-6.359,0.7648,Internets,-70,2412,
1,-3.314,2.138,3.663,0.3954,Internets2,-49,2432,
0,-10.73,2.419,-5.624,0.78,Internets,-76,2412,
1,-3.241,2.14,4.229,0.4704,Internets2,-53,2432,
0,-10.66,2.42,-5.058,0.8816,Internets,-73,2412,
1,-3.186,2.145,4.505,0.7814,Internets2,-59,2432,
0,-10.6,2.425,-4.781,0.784,Internets,-71,2412,
1,-3.116,2.147,4.613,0.9334,Internets2,-57,2432,
0,-10.53,2.426,-4.673,0.5283,Internets,-66,2412,
1,-3.02,2.2,4.387,0.7724,Internets2,-59,2432,
0,-10.44,2.479,-4.899,0.6571,Internets,-63,2412,
1,-2.993,2.127,4.097,0.6496,Internets2,-58,2432,
1,-3.161,2.148,3.178,0.2187,Internets2,-55,2432,
0,-10.57,2.43,-6.109,0.3845,Internets,-71,2412,
1,-3.204,2.145,3.299,0.5622,Internets2,-54,2432,
0,-10.62,2.426,-5.987,0.1803,Internets,-62,2412,
1,-3.654,2.142,2.473,0.6703,Internets2,-56,2432,
0,-11.07,2.422,-6.816,0.3173,Internets,-61,2412,
1,-3.451,2.149,1.513,0.8902,Internets2,-52,2432,
1,-2.791,2.138,0.8699,0.7375,Internets2,-46,2432,
0,-10.2,2.421,-8.416,0.4445,Internets,-67,2412,
